tpwidth,meanadc
40,10342
40,2771
40,2924
40,-1199
40,8665
40,12058
40,8776
40,4762
40,12796
40,10744
40,11055
40,7674
40,6375
40,9984
40,11101
40,11694
40,11693
40,2929
40,-1190
40,10810
41,7939
41,10975
41,8032
41,12098
41,11775
41,11834
41,12264
41,12081
41,11458
41,11788
41,7204
41,12285
41,11894
41,12127
41,10996
41,12879
41,13332
41,11756
41,6636
41,11794
42,7089
42,11870
42,11919
42,8275
42,12320
42,12200
42,12977
42,10368
42,12813
42,11225
42,13030
42,13096
42,11113
42,13464
42,13407
42,10546
42,13069
42,13016
42,11011
42,12662
43,11806
43,13393
43,12054
43,9080
43,13409
43,12067
43,13010
43,10585
43,11925
43,11560
43,11671
43,12620
43,13426
43,13463
43,11496
43,13264
43,13377
43,11912
43,13330
43,5989
44,13468
44,11673
44,13464
44,7512
44,13467
44,13463
44,11702
44,13462
44,11811
44,11109
44,11755
44,9679
44,13465
44,13451
44,11896
44,11311
44,13463
44,13462
44,9826
44,11955
45,12559
45,10563
45,13466
45,13464
45,11780
45,11841
45,7918
45,13199
45,11699
45,11736
45,11979
45,13462
45,13463
45,13462
45,13464
45,13467
45,9745
45,11550
45,11674
45,11679
46,13467
46,13463
46,13464
46,9853
46,13464
46,12305
46,11943
46,13462
46,11851
46,13463
46,13463
46,11534
46,12183
46,12094
46,13463
46,13463
46,13461
46,13461
46,13397
46,13465
47,11858
47,13467
47,13463
47,13462
47,12103
47,10571
47,13462
47,13461
47,13466
47,5871
47,13463
47,13463
47,12039
47,12055
47,13464
47,13464
47,10536
47,13462
47,7865
47,13462
48,13462
48,13466
48,12268
48,13467
48,13463
48,13462
48,12176
48,7475
48,13464
48,12271
48,13461
48,12153
48,10688
48,13463
48,10396
48,13462
48,7177
48,12037
48,13462
48,11970
49,13463
49,13463
49,13464
49,12079
49,11960
49,12151
49,10546
49,13467
49,12088
49,8334
49,10547
49,13467
49,13463
49,12179
49,13462
49,13462
49,13464
49,6171
49,13462
49,12085
50,13462
50,-1143
50,2932
50,3707
50,13464
50,12066
50,7704
50,11914
50,12010
50,13461
50,13467
50,13463
50,11911
50,13462
50,13462
50,12040
50,13462
50,12215
50,12043
50,-1139
50,3719
50,13465
50,12385
50,10935
50,3593
50,-1142
50,-1140
50,3567
50,13464
51,12045
51,9641
51,13463
51,13462
51,8217
51,12187
51,12125
51,13462
51,13461
51,13467
51,12179
51,12071
51,11762
51,13462
51,13464
51,12055
51,9520
51,13462
51,13462
51,12591
52,7058
52,12087
52,11337
52,11844
52,11254
52,13462
52,8355
52,13463
52,7494
52,13463
52,13464
52,13469
52,13461
52,12039
52,11954
52,13461
52,12218
52,13463
52,13466
52,13466
53,13462
53,13462
53,12028
53,13462
53,12173
53,11092
53,13467
53,12201
53,12067
53,13468
53,13463
53,13463
53,13462
53,7749
53,12067
53,13469
53,12105
53,6762
53,13462
53,12175
54,13463
54,12207
54,13464
54,10575
54,12203
54,13463
54,12198
54,8293
54,13462
54,13463
54,13462
54,13463
54,12112
54,12024
54,12065
54,12002
54,13466
54,13462
54,13462
55,12016
55,13462
55,11975
55,12835
55,13463
55,13464
55,11956
55,13462
55,13466
55,12097
55,7921
55,13462
55,12207
55,13462
55,13236
55,13463
55,11888
55,9245
55,11440
56,13467
56,13462
56,11935
56,13462
56,12229
56,11928
56,13464
56,12292
56,13463
56,13463
56,12238
56,13463
56,13462
56,12045
56,13461
56,13465
56,13464
56,13462
56,7248
57,13462
57,13464
57,13465
57,12096
57,12044
57,7704
57,13462
57,12134
57,6820
57,12162
57,12119
57,12015
57,13465
57,13462
57,11633
57,13461
57,13464
57,13463
57,12256
58,13462
58,7202
58,13463
58,13461
58,10298
58,12303
58,12028
58,13464
58,13462
58,11961
58,12078
58,13461
58,13463
58,13466
58,12211
58,12082
58,12084
58,11759
58,13308
59,9694
59,13462
59,13188
59,12172
59,7698
59,12216
59,8757
59,13464
59,11794
59,12049
59,7157
59,13465
59,13464
59,13464
59,13462
59,12124
59,9520
59,13461
59,13020
60,13464
60,12193
60,12121
60,13464
60,12001
60,13460
60,13462
60,12061
60,13464
60,12289
60,13461
60,12054
60,12206
60,13461
60,13462
60,13462
60,13464
60,13464
60,9893
